pipeID,N1,N2
1667,21387,21379
1668,21405,21379
1669,21380,21408
1670,21388,21380
1671,21406,21381
1672,21382,21464
1673,21403,21383
1674,21409,21383
1675,21403,21384
1676,21415,21385
1677,21404,21385
1678,21386,21456
1679,21395,21387
1680,21411,21387
1681,21388,21419
1682,21397,21388
1683,21400,21389
1684,21410,21390
1685,21453,21391
1686,21398,21392
1687,21392,21407
1688,21399,21393
1689,21393,21396
1690,21394,21399
1691,21402,21395
1692,21395,21420
1693,21397,21425
1694,21406,21397
1695,21405,21398
1696,21415,21399
1697,21412,21400
1698,21413,21400
1699,21421,21401
1700,21408,21402
1701,21402,21427
1702,21422,21403
1703,21404,21428
1704,21424,21404
1705,21411,21405
1706,21430,21406
1707,21419,21408
1708,21436,21408
1709,21422,21409
1710,21437,21409
1711,21450,21410
1712,21420,21411
1713,21412,21413
1714,21434,21412
1715,21431,21413
1716,21421,21414
1717,21428,21415
1718,21435,21416
1719,21472,21417
1720,21471,21418
1721,21425,21419
1722,21419,21440
1723,21420,21469
1724,21420,21427
1725,21429,21421
1726,21439,21422
1727,21429,21423
1728,21424,21445
1729,21444,21424
1730,21430,21425
1731,21425,21440
1732,21446,21426
1733,21427,21469
1734,21427,21436
1735,21445,21428
1736,21443,21429
1737,21434,21431
1738,21431,21432
1739,21432,21433
1740,21449,21432
1741,21448,21434
1742,21459,21435
1743,21436,21440
1744,21436,21463
1745,21437,21439
1746,21447,21437
1747,21443,21438
1748,21440,21466
1749,21441,21452
1750,21446,21442
1751,21454,21443
1752,21444,21457
1753,21461,21444
1754,21457,21445
1755,21447,21446
1756,21462,21446
1757,21447,21468
1758,21465,21448
1759,21448,21449
1760,21467,21448
1761,21467,21449
1762,21483,21450
1763,21453,21450
1764,21464,21451
1765,21452,21486
1766,21458,21452
1767,21502,21453
1768,21455,21454
1769,21473,21455
1770,21456,21462
1771,21459,21456
1772,21478,21457
1773,21493,21458
1774,21487,21458
1775,21471,21459
1776,21475,21460
1777,21461,21478
1778,21480,21461
1779,21462,21468
1780,21477,21464
1781,21465,21467
1782,21476,21465
1783,21485,21467
1784,21489,21468
1785,21490,21470
1786,21475,21471
1787,21471,21482
1788,21662,21472
1789,21481,21472
1790,21477,21473
1791,21476,21474
1792,21483,21475
1793,21484,21476
1794,21545,21477
1795,21494,21478
1796,21496,21479
1797,21479,21489
1798,21480,21494
1799,21492,21481
1800,21491,21483
1801,21484,21485
1802,21495,21484
1803,21500,21485
1804,21487,21486
1805,21486,21492
1806,21493,21487
1807,21490,21488
1808,21489,21496
1809,21495,21490
1810,21491,21508
1811,21504,21491
1812,21493,21500
1813,21494,21497
1814,21499,21495
1815,21520,21496
1816,21497,21499
1817,21512,21497
1818,21502,21498
1819,21499,21500
1820,21501,21503
1821,21519,21502
1822,21503,21504
1823,21503,21507
1824,21504,21556
1825,21513,21505
1826,21527,21506
1827,21534,21507
1828,21531,21507
1829,21551,21509
1830,21528,21510
1831,21511,21516
1832,21548,21512
1833,21512,21514
1834,21517,21513
1835,21513,21515
1836,21514,21553
1837,21552,21514
1838,21516,21546
1839,21518,21516
1840,21517,21522
1841,21517,21521
1842,21536,21518
1843,21539,21518
1844,21597,21519
1845,21519,21527
1846,21551,21520
1847,21520,21521
1848,21521,21522
1849,21554,21523
1850,21554,21524
1851,21525,21559
1852,21529,21526
1853,21527,21538
1854,21597,21528
1855,21529,21530
1856,21542,21529
1857,21573,21531
1858,21532,21531
1859,21574,21532
1860,21534,21532
1861,21572,21533
1862,21575,21534
1863,21655,21535
1864,21536,21539
1865,21556,21537
1866,21540,21539
1867,21546,21540
1868,21541,21540
1869,21542,21547
1870,21543,21542
1871,21545,21543
1872,21543,21558
1873,21592,21544
1874,21544,21546
1875,21564,21545
1876,21547,21550
1877,21547,21563
1878,21601,21548
1879,21548,21552
1880,21562,21549
1881,21550,21549
1882,21550,21563
1883,21592,21551
1884,21552,21595
1885,21552,21553
1886,21553,21554
1887,21555,21632
1888,21559,21555
1889,21555,21557
1890,21556,21570
1891,21557,21560
1892,21558,21588
1893,21558,21561
1894,21559,21564
1895,21630,21559
1896,21560,21581
1897,21565,21560
1898,21562,21567
1899,21562,21587
1900,21563,21566
1901,21591,21564
1902,21659,21565
1903,21566,21568
1904,21567,21594
1905,21568,21567
1906,21568,21569
1907,21613,21571
1908,21573,21572
1909,21572,21579
1910,21574,21573
1911,21619,21574
1912,21575,21574
1913,21620,21575
1914,21579,21576
1915,21609,21577
1916,21598,21578
1917,21579,21617
1918,21604,21580
1919,21584,21581
1920,21642,21582
1921,21583,21658
1922,21583,21584
1923,21586,21583
1924,21584,21638
1925,21585,21637
1926,21607,21585
1927,21585,21586
1928,21586,21636
1929,21587,21602
1930,21594,21587
1931,21647,21589
1932,21589,21590
1933,21605,21589
1934,21590,21649
1935,21591,21590
1936,21724,21591
1937,21643,21592
1938,21609,21593
1939,21602,21594
1940,21640,21596
1941,21624,21597
1942,21641,21598
1943,21614,21598
1944,21628,21599
1945,21600,21664
1946,21629,21601
1947,21604,21603
1948,21608,21604
1949,21628,21606
1950,21650,21607
1951,21635,21608
1952,21634,21609
1953,21640,21609
1954,21644,21610
1955,21634,21611
1956,21613,21612
1957,21627,21613
1958,21641,21614
1959,21626,21615
1960,21618,21616
1961,21617,21622
1962,21618,21621
1963,21619,21618
1964,21620,21619
1965,21625,21620
1966,21722,21623
1967,21623,21624
1968,21624,21635
1969,21692,21625
1970,21625,21626
1971,21626,21627
1972,21684,21627
1973,21651,21628
1974,21631,21629
1975,21629,21655
1976,21641,21631
1977,21650,21633
1978,21661,21634
1979,21635,21704
1980,21714,21639
1981,21661,21640
1982,21669,21640
1983,21643,21641
1984,21672,21642
1985,21642,21644
1986,21657,21643
1987,21680,21644
1988,21644,21647
1989,21730,21645
1990,21664,21646
1991,21689,21647
1992,21649,21647
1993,21718,21648
1994,21693,21649
1995,21652,21650
1996,21651,21662
1997,21669,21651
1998,21651,21683
1999,21701,21652
2000,21659,21653
2001,21701,21654
2002,21657,21655
2003,21709,21656
2004,21697,21657
2005,21660,21657
2006,21711,21659
2007,21731,21660
2008,21707,21661
2009,21674,21661
2010,21663,21662
2011,21665,21663
2012,21664,21672
2013,21668,21665
2014,21666,21676
2015,21699,21666
2016,21717,21667
2017,21683,21668
2018,21707,21669
2019,21716,21669
2020,21708,21670
2021,21693,21671
2022,21678,21672
2023,21696,21673
2024,21694,21674
2025,21674,21677
2026,21713,21675
2027,21680,21678
2028,21678,21691
2029,21734,21679
2030,21689,21680
2031,21703,21681
2032,21684,21682
2033,21686,21683
2034,21692,21684
2035,21690,21685
2036,21688,21686
2037,21740,21687
2038,21690,21688
2039,21698,21689
2040,21716,21690
2041,21691,21700
2042,21691,21696
2043,21702,21692
2044,21698,21693
2045,21694,21737
2046,21736,21694
2047,21747,21695
2048,21696,21712
2049,21737,21697
2050,21759,21697
2051,21719,21698
2052,21699,21710
2053,21699,21702
2054,21709,21701
2055,21752,21702
2056,21728,21703
2057,21723,21703
2058,21726,21705
2059,21728,21705
2060,21738,21706
2061,21707,21745
2062,21707,21736
2063,21723,21708
2064,21717,21709
2065,21710,21762
2066,21710,21722
2067,21714,21711
2068,21711,21713
2069,21713,21717
2070,21718,21714
2071,21748,21715
2072,21744,21716
2073,21730,21718
2074,21725,21719
2075,21719,21733
2076,21726,21720
2077,21733,21721
2078,21773,21722
2079,21743,21723
2080,21738,21723
2081,21732,21724
2082,21724,21725
2083,21725,21727
2084,21750,21726
2085,21746,21726
2086,21746,21728
2087,21743,21728
2088,21733,21729
2089,21732,21730
2090,21759,21731
2091,21734,21731
2092,21734,21740
2093,21757,21734
2094,21735,21766
2095,21736,21756
2096,21736,21767
2097,21771,21737
2098,21777,21737
2099,21753,21738
2100,21738,21765
2101,21750,21739
2102,21740,21747
2103,21807,21740
2104,21756,21741
2105,21744,21742
2106,21754,21743
2107,21753,21743
2108,21745,21744
2109,21767,21745
2110,21748,21745
2111,21769,21746
2112,21754,21746
2113,21747,21752
2114,21810,21747
2115,21748,21776
2116,21779,21749
2117,21769,21750
2118,21768,21750
2119,21779,21751
2120,21752,21761
2121,21817,21752
2122,21760,21753
2123,21782,21754
2124,21775,21754
2125,21755,21764
2126,21763,21756
2127,21799,21757
2128,21757,21758
2129,21788,21759
2130,21764,21760
2131,21775,21760
2132,21822,21761
2133,21761,21762
2134,21762,21773
2135,21772,21762
2136,21763,21771
2137,21765,21764
2138,21765,21785
2139,21770,21766
2140,21766,21780
2141,21798,21767
2142,21783,21768
2143,21782,21769
2144,21778,21770
2145,21771,21805
2146,21798,21771
2147,21823,21772
2148,21772,21774
2149,21831,21773
2150,21792,21775
2151,21775,21781
2152,21776,21898
2153,21776,21804
2154,21793,21777
2155,21777,21805
2156,21815,21778
2157,21778,21779
2158,21781,21785
2159,21781,21796
2160,21792,21782
2161,21783,21786
2162,21897,21784
2163,21784,21789
2164,21791,21784
2165,21785,21801
2166,21808,21786
2167,21816,21786
2168,21788,21787
2169,21793,21788
2170,21806,21790
2171,21825,21790
2172,21803,21791
2173,21791,21795
2174,21792,21796
2175,21794,21792
2176,21828,21793
2177,21794,21811
2178,21808,21794
2179,21796,21801
2180,21796,21813
2181,21800,21797
2182,21800,21798
2183,21847,21799
2184,21799,21807
2185,21827,21800
2186,21801,21818
2187,21821,21802
2188,21803,21812
2189,21829,21803
2190,21828,21805
2191,21805,21827
2192,21814,21806
2193,21836,21806
2194,21861,21807
2195,21807,21810
2196,21816,21808
2197,21811,21809
2198,21810,21817
2199,21810,21819
2200,21811,21813
2201,21811,21830
2202,21813,21818
2203,21832,21813
2204,21815,21814
2205,21836,21814
2206,21842,21815
2207,21825,21816
2208,21875,21817
2209,21817,21822
2210,21818,21833
2211,21818,21821
2212,21819,21871
2213,21819,21820
2214,21882,21822
2215,21822,21823
2216,21884,21823
2217,21823,21831
2218,21849,21824
2219,21836,21825
2220,21830,21826
2221,21848,21827
2222,21848,21828
2223,21829,21835
2224,21846,21829
2225,21832,21830
2226,21830,21839
2227,21892,21831
2228,21833,21832
2229,21840,21832
2230,21833,21834
2231,21833,21843
2232,21858,21835
2233,21835,21837
2234,21839,21838
2235,21839,21854
2236,21840,21839
2237,21841,21840
2238,21854,21840
2239,21866,21841
2240,21843,21841
2241,21852,21842
2242,21843,21845
2243,21843,21856
2244,21849,21844
2245,21846,21858
2246,21877,21846
2247,21850,21848
2248,21852,21849
2249,21849,21859
2250,21851,21850
2251,21853,21851
2252,21896,21852
2253,21873,21853
2254,21854,21857
2255,21856,21855
2256,21856,21872
2257,21866,21857
2258,21887,21858
2259,21858,21862
2260,21860,21870
2261,21881,21860
2262,21863,21860
2263,21871,21861
2264,21861,21873
2265,21863,21885
2266,21865,21863
2267,21864,21872
2268,21865,21890
2269,21869,21865
2270,21866,21868
2271,21868,21867
2272,21868,21872
2273,21895,21869
2274,21869,21893
2275,21870,21880
2276,21871,21932
2277,21874,21871
2278,21872,21878
2279,22011,21873
2280,21875,21874
2281,21874,21876
2282,21875,21932
2283,21882,21875
2284,21877,21887
2285,21904,21877
2286,21878,21883
2287,21878,21889
2288,21880,21879
2289,21881,21880
2290,21880,21899
2291,21881,21900
2292,21885,21881
2293,21939,21882
2294,21884,21882
2295,21884,21892
2296,21886,21884
2297,21885,21905
2298,21890,21885
2299,21942,21886
2300,21886,21888
2301,21887,21891
2302,21901,21887
2303,21889,21894
2304,21889,21903
2305,21893,21890
2306,21890,21902
2307,21950,21892
2308,21893,21911
2309,21893,21895
2310,21941,21895
2311,21895,21896
2312,21975,21896
2313,21938,21897
2314,21897,21904
2315,21969,21897
2316,21920,21898
2317,21912,21898
2318,21899,21907
2319,21900,21899
2320,21900,21908
2321,21915,21901
2322,21901,21906
2323,21903,21916
2324,21903,21909
2325,21910,21904
2326,21908,21907
2327,21907,21917
2328,21908,21919
2329,21940,21910
2330,21910,21913
2331,21920,21912
2332,21913,21915
2333,21926,21913
2334,21925,21914
2335,21915,21918
2336,21916,21922
2337,21916,21929
2338,21917,21930
2339,21919,21917
2340,21918,21922
2341,21924,21919
2342,21920,21947
2343,21927,21921
2344,21936,21922
2345,21934,21923
2346,21924,21925
2347,21925,21927
2348,21926,21931
2349,21944,21926
2350,21934,21927
2351,21956,21928
2352,21928,21933
2353,21928,21955
2354,21936,21929
2355,21929,21946
2356,21932,22002
2357,21939,21932
2358,21933,21937
2359,21933,21957
2360,21934,21935
2361,21941,21935
2362,21936,21951
2363,21937,21943
2364,21937,21961
2365,21948,21938
2366,22002,21939
2367,21942,21939
2368,21954,21940
2369,21944,21940
2370,22003,21942
2371,21942,21950
2372,21965,21943
2373,21951,21944
2374,21953,21945
2375,21951,21946
2376,21946,21968
2377,21947,21958
2378,21947,21974
2379,21952,21948
2380,21954,21949
2381,22007,21950
2382,21951,21977
2383,22015,21952
2384,21952,21969
2385,21953,21964
2386,21955,21953
2387,21960,21954
2388,21955,21959
2389,21956,21978
2390,21964,21956
2391,21957,21966
2392,21957,21959
2393,21959,21982
2394,21981,21960
2395,21962,21960
2396,21961,21971
2397,21961,21966
2398,21981,21962
2399,21967,21962
2400,21965,21963
2401,21964,21980
2402,21971,21965
2403,21966,21997
2404,21986,21967
2405,21972,21967
2406,21970,21968
2407,21968,21988
2408,21969,22000
2409,21973,21970
2410,21984,21971
2411,21975,21971
2412,21992,21972
2413,21976,21972
2414,21977,21973
2415,21983,21975
2416,21995,21976
2417,21979,21976
2418,21977,21979
2419,21979,21996
2420,21986,21981
2421,21989,21983
2422,21988,21985
2423,21992,21986
2424,21999,21987
2425,21988,21991
2426,22000,21989
2427,21999,21990
2428,21991,21993
2429,21995,21992
2430,21993,21996
2431,22001,21994
2432,21996,21995
2433,21996,21998
2434,22010,21999
2435,22000,22017
2436,22013,22001
2437,22001,22010
2438,22005,22002
2439,22003,22002
2440,22003,22007
2441,22003,22016
2442,22015,22004
2443,22006,22005
2444,22011,22006
2445,22040,22007
2446,22008,22007
2447,22008,22033
2448,22008,22009
2449,22009,22031
2450,22009,22027
2451,22021,22010
2452,22011,22012
2453,22012,22014
2454,22013,22022
2455,22021,22013
2456,22014,22016
2457,22015,22051
2458,22035,22016
2459,22018,22016
2460,T2,22017
2461,22017,22046
2462,22019,22018
2463,22020,22019
2464,22048,22020
2465,22020,22022
2466,22034,22021
2467,22024,22022
2468,22028,22023
2469,22023,22026
2470,22025,22023
2471,22038,22024
2472,22024,22034
2473,22042,22025
2474,22025,22029
2475,22032,22026
2476,22026,22028
2477,22043,22027
2478,22031,22027
2479,22041,22028
2480,22047,22029
2481,22029,22032
2482,22037,22030
2483,22033,22031
2484,22050,22032
2485,22033,22037
2486,22033,22035
2487,22039,22034
2488,22051,22035
2489,22037,22036
2490,22038,22059
2491,22038,22039
2492,22039,22052
2493,22056,22041
2494,22042,22045
2495,22042,22046
2496,22045,22044
2497,22045,22047
2498,22046,22055
2499,22047,22050
2500,22053,22048
2501,22048,22072
2502,22052,22049
2503,22056,22050
2504,22058,22051
2505,22052,22057
2506,22061,22053
2507,22053,22054
2508,22054,22064
2509,22054,22062
2510,22055,22058
2511,22055,22056
2512,22058,22060
2513,4,5
2514,22060,22061
2515,22062,22063
2516,22062,22066
2517,22067,22065
2518,22066,22070
2519,22067,22071
2520,22068,22067
2521,22074,22068
2522,22069,22068
2523,22069,22075
2524,22070,22069
2525,22070,22075
2526,22071,22076
2527,22072,22080
2528,22080,22073
2529,22077,22074
2530,22075,22074
2531,22076,22079
2532,22076,22077
2533,22077,22078
2534,32086,32081
2535,32087,32081
2536,32081,32082
2537,32082,32083
2538,32089,32082
2539,32083,32084
2540,32090,32083
2541,32084,32093
2542,32091,32084
2543,32101,32085
2544,32086,32095
2545,32087,32086
2546,32088,32087
2547,32088,32096
2548,32089,32088
2549,32090,32089
2550,32091,32090
2551,32090,32097
2552,32092,32091
2553,32093,32092
2554,32092,32098
2555,32093,32099
2556,32095,32094
2557,32096,32095
2558,32097,32096
2559,32098,32097
2560,32099,32098
2561,32104,32099
2562,32110,32100
2563,32101,32102
2564,32108,32101
2565,32102,32152
2566,32102,32118
2567,32113,32103
2568,32104,32113
2569,32106,32104
2570,32116,32105
2571,32107,32106
2572,32106,32119
2573,32120,32107
2574,32107,32110
2575,32116,32108
2576,32111,32109
2577,32110,32111
2578,32111,32112
2579,32113,32114
2580,32114,32115
2581,32115,32116
2582,32129,32117
2583,32117,32121
2584,32117,32192
2585,32119,32138
2586,32119,32122
2587,32133,32120
2588,32121,32194
2589,32123,32124
2590,32123,32136
2591,32124,32126
2592,32124,32125
2593,32125,32132
2594,32147,32127
2595,32148,32127
2596,32127,32128
2597,32129,32128
2598,32134,32128
2599,32130,32129
2600,32130,32140
2601,32130,32131
2602,32132,32137
2603,32132,32133
2604,32174,32133
2605,32141,32134
2606,32134,32205
2607,32145,32135
2608,32136,32150
2609,32136,32137
2610,32137,32151
2611,32138,32139
2612,32146,32141
2613,32143,32141
2614,32179,32142
2615,32164,32142
2616,32146,32143
2617,32145,32144
2618,32158,32145
2619,32167,32146
2620,32166,32147
2621,32148,32147
2622,32168,32148
2623,32152,32149
2624,32150,32151
2625,32150,32162
2626,32152,32212
2627,32176,32153
2628,32153,32155
2629,32154,32160
2630,32154,32156
2631,32163,32154
2632,32155,32161
2633,32175,32155
2634,32156,32157
2635,32170,32156
2636,32157,32158
2637,32171,32157
2638,32172,32158
2639,32160,32159
2640,32165,32160
2641,32165,32163
2642,32169,32163
2643,32180,32164
2644,32164,32165
2645,32180,32165
2646,32189,32166
2647,32168,32166
2648,32185,32167
2649,32184,32167
2650,32190,32168
2651,32182,32169
2652,32170,32169
2653,32183,32170
2654,32171,32172
2655,32177,32171
2656,32178,32172
2657,32188,32173
2658,32181,32174
2659,32174,32175
2660,32199,32175
2661,32175,32176
2662,32196,32176
2663,32203,32177
2664,32177,32178
2665,32204,32178
2666,32197,32179
2667,32179,32180
2668,32198,32180
2669,32214,32181
2670,32183,32182
2671,32191,32182
2672,32202,32183
2673,32211,32184
2674,32184,32185
2675,32208,32185
2676,32187,32186
2677,32187,32188
2678,32187,32193
2679,32188,32209
2680,32190,32189
2681,32207,32189
2682,32210,32190
2683,32200,32191
2684,32201,32191
2685,32206,32195
2686,32196,32197
2687,32199,32196
2688,32197,32198
2689,32198,32200
2690,32199,32214
2691,32200,32201
2692,32201,32202
2693,32202,32203
2694,32203,32204
2695,32204,32207
2696,32205,32209
2697,32206,32205
2698,32206,32227
2699,32207,32210
2700,32208,32218
2701,32211,32208
2702,32209,32215
2703,32210,32211
2704,32377,32212
2705,32358,32213
2706,32219,32214
2707,32221,32216
2708,32218,32216
2709,32216,32252
2710,32217,32225
2711,32220,32217
2712,32217,32246
2713,32218,32253
2714,32218,32222
2715,32219,32233
2716,32219,32220
2717,32220,32248
2718,32226,32221
2719,32240,32221
2720,32280,32222
2721,32222,32227
2722,32223,32224
2723,32225,32223
2724,32223,32243
2725,32224,32229
2726,32224,32241
2727,32225,32242
2728,32228,32226
2729,32250,32226
2730,32227,32262
2731,32227,32230
2732,32228,32229
2733,32228,32238
2734,32229,32239
2735,32257,32230
2736,32231,32230
2737,32231,32259
2738,32231,32234
2739,32233,32232
2740,32233,32249
2741,32235,32234
2742,32234,32236
2743,32236,32259
2744,32237,32236
2745,32238,32261
2746,32238,32239
2747,32239,32260
2748,32255,32240
2749,32251,32240
2750,32243,32241
2751,32241,32270
2752,32244,32242
2753,32242,32271
2754,32242,32243
2755,32243,32269
2756,32244,32272
2757,32245,32244
2758,32245,32274
2759,32246,32245
2760,32247,32246
2761,32246,32276
2762,32247,32277
2763,32248,32247
2764,32248,32278
2765,32249,32248
2766,32263,32249
2767,32294,32250
2768,32251,32250
2769,32256,32251
2770,32252,32267
2771,32253,32252
2772,32285,32253
2773,32258,32254
2774,32255,32256
2775,32266,32255
2776,32268,32256
2777,32257,32262
2778,32258,32257
2779,32259,32258
2780,32261,32260
2781,32260,32275
2782,32261,32273
2783,32280,32262
2784,32279,32263
2785,32263,32264
2786,32368,32265
2787,32290,32266
2788,32266,32268
2789,32267,32266
2790,32267,32287
2791,32291,32268
2792,32269,32270
2793,32269,32297
2794,32271,32269
2795,32270,32300
2796,32272,32271
2797,32271,32299
2798,32274,32272
2799,32273,32296
2800,32273,32275
2801,32276,32274
2802,32274,32293
2803,32275,32295
2804,32277,32276
2805,32276,32292
2806,32278,32277
2807,32279,32278
2808,32278,32288
2809,32283,32279
2810,32280,32301
2811,32337,32281
2812,32282,32314
2813,32304,32282
2814,32282,32312
2815,32289,32283
2816,32283,32284
2817,32287,32285
2818,32285,32308
2819,32298,32286
2820,32290,32287
2821,32288,32292
2822,32289,32288
2823,32289,32305
2824,32291,32290
2825,32294,32291
2826,32292,32293
2827,32293,32299
2828,32296,32294
2829,32295,32296
2830,32300,32295
2831,32297,32298
2832,32299,32297
2833,32298,32300
2834,32299,32306
2835,32304,32301
2836,32301,32317
2837,32302,32306
2838,32303,32302
2839,32302,32325
2840,32305,32303
2841,32303,32323
2842,32321,32304
2843,32305,32310
2844,32329,32306
2845,32306,32307
2846,32307,32309
2847,32308,32318
2848,32308,32309
2849,32309,32319
2850,32310,32322
2851,32328,32311
2852,32312,32314
2853,32312,32352
2854,32313,32315
2855,32313,32326
2856,32314,32352
2857,32320,32316
2858,32318,32317
2859,32317,32320
2860,32318,32369
2861,32319,32318
2862,32319,32390
2863,32321,32320
2864,32321,32351
2865,32322,32324
2866,32324,32323
2867,32323,32325
2868,32324,32333
2869,32325,32328
2870,32326,32327
2871,32340,32326
2872,32329,32328
2873,32332,32329
2874,32330,32332
2875,32330,32331
2876,32330,32347
2877,32331,32349
2878,32350,32332
2879,32333,32342
2880,32357,32334
2881,32335,32336
2882,32341,32335
2883,32335,32438
2884,32336,32337
2885,32336,32382
2886,32337,32343
2887,32640,32338
2888,32339,32338
2889,32340,32339
2890,32341,32340
2891,32341,32384
2892,32342,32345
2893,32343,32344
2894,32344,32345
2895,32345,32346
2896,32346,32348
2897,32348,32350
2898,32364,32350
2899,32352,32351
2900,32366,32351
2901,32383,32353
2902,32354,32357
2903,32358,32355
2904,32355,32356
2905,32355,32408
2906,32356,32362
2907,32356,32359
2908,32357,32374
2909,32382,32358
2910,32360,32364
2911,32361,32360
2912,32360,32365
2913,32361,32363
2914,32361,32388
2915,32362,32363
2916,32362,32367
2917,32363,32405
2918,32389,32364
2919,32366,32398
2920,32395,32366
2921,32399,32368
2922,32368,32371
2923,32369,32375
2924,32370,32369
2925,32417,32371
2926,32371,32372
2927,32379,32372
2928,32373,32372
2929,32422,32373
2930,32374,32373
2931,32374,32425
2932,32377,32374
2933,32375,32392
2934,32375,32376
2935,32377,32427
2936,32377,32424
2937,32379,32378
2938,32421,32379
2939,32402,32380
2940,32381,32441
2941,32382,32381
2942,32384,32383
2943,32413,32383
2944,32384,32414
2945,32386,32385
2946,32388,32386
2947,32386,32389
2948,32391,32387
2949,32406,32388
2950,32389,32410
2951,32389,32391
2952,32391,32400
2953,32392,32419
2954,32392,32393
2955,32418,32394
2956,32395,32397
2957,32395,32423
2958,32397,32396
2959,32397,32398
2960,32426,32398
2961,32398,32399
2962,32416,32399
2963,32433,32401
2964,32432,32402
2965,32402,32403
2966,32405,32404
2967,32407,32405
2968,32406,32409
2969,32406,32428
2970,32407,32406
2971,32407,32444
2972,32408,32411
2973,32408,32439
2974,32415,32409
2975,32409,32410
2976,32410,32429
2977,32412,32418
2978,32414,32413
2979,32414,32436
2980,32462,32416
2981,32416,32417
2982,32468,32417
2983,32417,32421
2984,32419,32418
2985,32419,32449
2986,32420,32431
2987,32483,32421
2988,32421,32422
2989,32491,32422
2990,32422,32425
2991,32460,32423
2992,32426,32423
2993,32424,32490
2994,32424,32427
2995,32494,32425
2996,32461,32426
2997,32427,32490
2998,32427,32430
2999,32428,32429
3000,32428,32446
3001,32429,32447
3002,32430,32431
3003,32456,32430
3004,32431,32470
3005,32433,32432
3006,32474,32432
3007,32436,32433
3008,32433,32480
3009,32434,32464
3010,32437,32434
3011,32435,32434
3012,32437,32435
3013,32464,32435
3014,32436,32479
3015,32463,32437
3016,32465,32437
3017,32439,32440
3018,32439,32457
3019,32441,32541
3020,32443,32442
3021,32444,32443
3022,32443,32473
3023,32444,32475
3024,32444,32446
3025,32445,32451
3026,32446,32447
3027,32446,32454
3028,32447,32455
3029,32467,32448
3030,32449,32450
3031,32451,32449
3032,32450,32460
3033,32459,32450
3034,32453,32451
3035,32459,32451
3036,32453,32452
3037,32453,32482
3038,32454,32455
3039,32454,32472
3040,32455,32477
3041,32457,32481
3042,32457,32458
3043,32466,32459
3044,32460,32461
3045,32461,32462
3046,32468,32462
3047,32462,32497
3048,32465,32463
3049,32463,32467
3050,32505,32464
3051,32464,32465
3052,32503,32465
3053,32501,32466
3054,32492,32466
3055,32502,32467
3056,32482,32467
3057,32468,32483
3058,32506,32469
3059,32478,32471
3060,32471,32488
3061,32472,32471
3062,32472,32498
3063,32472,32475
3064,32473,32475
3065,32480,32474
3066,32474,32516
3067,32475,32485
3068,32478,32476
3069,32499,32477
3070,32477,32478
3071,32479,32480
3072,32479,32504
3073,32480,32517
3074,32481,32484
3075,32481,32511
3076,32507,32482
3077,32495,32482
3078,32489,32483
3079,32483,32491
3080,32484,32487
3081,32484,32486
3082,32487,32485
3083,32485,32510
3084,32487,32508
3085,32496,32489
3086,32490,32533
3087,32494,32491
3088,32492,32526
3089,32495,32492
3090,32493,32519
3091,32521,32493
3092,32494,32527
3093,32523,32495
3094,32518,32496
3095,32518,32497
3096,32497,32501
3097,32498,32499
3098,32498,32512
3099,32514,32499
3100,32520,32500
3101,32522,32501
3102,32526,32501
3103,32503,32502
3104,32537,32502
3105,32502,32507
3106,32531,32503
3107,32505,32503
3108,32553,32504
3109,32504,32524
3110,32506,32505
3111,32506,32513
3112,32515,32507
3113,32508,32509
3114,32508,32510
3115,32511,32509
3116,32509,32528
3117,32510,32530
3118,32510,32512
3119,32511,32539
3120,32512,32514
3121,32513,32550
3122,32513,32520
3123,32543,32514
3124,32549,32515
3125,32515,32523
3126,32524,32516
3127,32517,32516
3128,32517,32524
3129,32518,32522
3130,32527,32518
3131,32557,32519
3132,32519,32521
3133,32520,32529
3134,32520,32552
3135,32547,32522
3136,32525,32522
3137,32546,32523
3138,32553,32524
3139,32525,32561
3140,32525,32532
3141,32545,32526
3142,32526,32547
3143,32527,32532
3144,32528,32530
3145,32528,32543
3146,32529,32556
3147,32529,32554
3148,32530,32535
3149,32531,32537
3150,32548,32531
3151,32532,32571
3152,32533,32576
3153,32533,32544
3154,32535,32534
3155,32535,32538
3156,32538,32536
3157,32549,32537
3158,32537,32563
3159,32538,32555
3160,32539,32541
3161,32539,32540
3162,32539,32573
3163,32540,32543
3164,32540,32542
3165,32541,32600
3166,32543,32574
3167,32568,32545
3168,32546,32545
3169,32549,32546
3170,32575,32547
3171,32547,32561
3172,32583,32548
3173,32550,32548
3174,32578,32549
3175,32550,32587
3176,32552,32550
3177,32557,32551
3178,32554,32552
3179,32552,32558
3180,32553,32560
3181,32554,32556
3182,32566,32554
3183,32556,32562
3184,32569,32557
3185,32590,32558
3186,32558,32559
3187,32561,32570
3188,32562,32601
3189,32568,32564
3190,32579,32565
3191,32566,32595
3192,32566,32567
3193,32568,32581
3194,32622,32569
3195,32569,32588
3196,32570,32571
3197,32570,32585
3198,32651,32571
3199,32580,32572
3200,32573,32574
3201,32573,32611
3202,32574,32614
3203,32582,32575
3204,32575,32577
3205,32576,32609
3206,32576,32615
3207,32603,32578
3208,32579,32582
3209,32580,32579
3210,32589,32580
3211,32584,32582
3212,32587,32583
3213,32583,32586
3214,32583,32617
3215,32592,32584
3216,32643,32586
3217,32586,32605
3218,32641,32587
3219,32587,32590
3220,32597,32589
